contig_name,read_count,contig_length,contig_coverage,NT.species_taxid,NT.genus_taxid,NT.family_taxid,NT.order_taxid,NT.class_taxid,NT.phylum_taxid,NT.kingdom_taxid,NT.superkingdom_taxid,NT.superkingdom_name,NT.Accession,NT.Percentage Identity,NT.Alignment Length,NT.Number of mismatches,NT.E-value,NT.Bitscore,NR.species_taxid,NR.genus_taxid,NR.family_taxid,NR.order_taxid,NR.class_taxid,NR.phylum_taxid,NR.kingdom_taxid,NR.superkingdom_taxid,NR.superkingdom_name,NR.Accession,NR.Percentage Identity,NR.Alignment Length,NR.Number of mismatches,NR.E-value,NR.Bitscore
NODE_1414_length_636_cov_1.626719,18,636,1.626719,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1852925,-200,-300,-400,-500,74201,-650,2,Bacteria,OQC57586.1,32.692,52,33,0.95,33.1
NODE_1415_length_636_cov_1.567780,12,636,1.567780,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,313985,28231,213422,69541,28221,1224,-650,2,Bacteria,WP_153304650.1,25.564,133,76,0.21,35.0
NODE_1416_length_636_cov_1.469548,20,636,1.469548,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2013682,-200,-300,-400,-500,976,-650,2,Bacteria,PKP37287.1,76.777,211,49,3.21e-121,357.0
NODE_1417_length_636_cov_1.418468,30,636,1.418468,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1897027,-200,-300,-400,-500,1239,-650,2,Bacteria,OLA38533.1,38.095,42,26,0.023,35.8
NODE_1418_length_636_cov_1.296660,36,636,1.296660,259537,73029,2008795,206389,28216,1224,-650,2,Bacteria,CP000089.1,86.783,628,79,0.0,697.0,1917218,73029,2008795,206389,28216,1224,-650,2,Bacteria,KAB2928777.1,90.78,141,13,4.21e-92,268.0
NODE_1419_length_636_cov_1.292731,20,636,1.292731,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1219,1218,1213,1890424,-500,1117,-650,2,Bacteria,ABM78777.1,45.055,91,50,2.2e-17,79.7
NODE_1420_length_636_cov_1.115914,8,636,1.115914,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,185300,346096,2005523,171549,200643,976,-650,2,Bacteria,WP_013445706.1,36.508,63,40,4.56e-10,59.7
NODE_1421_length_636_cov_1.039293,4,636,1.039293,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2010828,2792393,1471398,1970189,200643,976,-650,2,Bacteria,BBE18940.1,66.509,212,71,8.52e-96,299.0
NODE_1422_length_636_cov_1.023576,18,636,1.023576,2726954,1266,31979,186802,186801,1239,-650,2,Bacteria,CP051754.1,84.426,122,13,4.05e-22,115.0,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1423_length_636_cov_1.005894,10,636,1.005894,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1852867,-200,-300,-400,28221,1224,-650,2,Bacteria,OQB73311.1,100.0,211,0,5.94e-147,414.0
NODE_1424_length_636_cov_0.872299,20,636,0.872299,713059,-200,-300,-400,-500,95818,-650,2,Bacteria,CP039997.1,84.639,651,81,3.25e-177,630.0,214,209,72293,213849,29547,1224,-650,2,Bacteria,CBY83691.1,71.901,121,30,1.03e-50,163.0
NODE_1425_length_636_cov_0.658153,16,636,0.658153,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1802257,202746,2771471,213849,29547,1224,-650,2,Bacteria,OHE12420.1,97.605,167,4,1.73e-91,269.0
NODE_1426_length_635_cov_1.100394,4,635,1.100394,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,77133,-200,-300,-400,-500,-600,-650,2,Bacteria,EKD31480.1,59.223,103,42,3.06e-43,147.0
NODE_1427_length_635_cov_1.023622,6,635,1.023622,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,820,816,815,171549,200643,976,-650,2,Bacteria,KAB4117505.1,29.167,72,51,0.004,39.3
NODE_1428_length_635_cov_0.984252,18,635,0.984252,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1898103,-200,75787,206389,28216,1224,-650,2,Bacteria,TXT26249.1,66.0,100,34,9.07e-37,134.0
NODE_1429_length_634_cov_1.311637,22,634,1.311637,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2587015,73029,2008795,206389,28216,1224,-650,2,Bacteria,WP_168656043.1,74.057,212,54,4.77e-114,334.0
NODE_1430_length_634_cov_1.260355,14,634,1.260355,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2686202,-200,10699,28883,2731619,2731618,-650,10239,Viruses,QGZ13268.1,55.396,139,62,7.49e-51,166.0
NODE_1431_length_634_cov_1.193294,16,634,1.193294,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1852834,-200,-300,-400,-500,456828,-650,2,Bacteria,OQC71830.1,98.851,174,2,5.71e-127,358.0
NODE_1432_length_634_cov_1.165680,14,634,1.165680,66821,57665,72294,213849,29547,1224,-650,2,Bacteria,CP042966.1,83.099,213,34,1.81e-45,193.0,1581011,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_067177329.1,79.31,87,18,3.09e-33,120.0
NODE_1433_length_634_cov_1.122288,8,634,1.122288,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,77133,-200,-300,-400,-500,-600,-650,2,Bacteria,EKD30953.1,72.857,210,57,2.93e-98,303.0
NODE_1434_length_634_cov_0.934911,18,634,0.934911,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,44674,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_014770107.1,76.0,125,30,9.99e-67,212.0
NODE_1435_length_634_cov_0.747535,24,634,0.747535,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,66821,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_025345252.1,65.238,210,73,1.42e-93,293.0
NODE_1436_length_634_cov_0.672584,20,634,0.672584,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1897005,216851,541000,186802,186801,1239,-650,2,Bacteria,OLA24050.1,50.481,208,103,5.31e-70,221.0
NODE_1437_length_633_cov_1.845850,12,633,1.845850,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2202144,-200,-300,-400,-500,203691,-650,2,Bacteria,TAL38879.1,60.577,208,82,2.1e-84,261.0
NODE_1438_length_633_cov_1.841897,14,633,1.841897,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,167645,83766,75787,206389,28216,1224,-650,2,Bacteria,WP_153108942.1,53.425,146,68,3.23e-54,172.0
NODE_1439_length_633_cov_1.610672,6,633,1.610672,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1348163,1535192,453228,453227,28221,1224,-650,2,Bacteria,WP_082205541.1,28.829,111,79,7.62e-09,56.6
NODE_1440_length_633_cov_1.598814,7,633,1.598814,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,90241,475,468,72274,1236,1224,-650,2,Bacteria,WP_078307533.1,31.707,82,47,0.12,35.8
NODE_1441_length_633_cov_1.519763,14,633,1.519763,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1581011,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_067178287.1,79.412,170,35,5.82e-85,268.0
NODE_1442_length_633_cov_1.258893,8,633,1.258893,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,484770,365348,1843490,909929,909932,1239,-650,2,Bacteria,WP_038669702.1,35.294,187,109,3.43e-33,127.0
NODE_1443_length_633_cov_1.108696,12,633,1.108696,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,194424,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_069477121.1,83.516,91,15,7.46e-50,165.0
NODE_1444_length_633_cov_1.073123,16,633,1.073123,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,194424,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_069477967.1,65.865,208,71,2.82e-81,250.0
NODE_1445_length_633_cov_1.015810,14,633,1.015810,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1869304,-200,-300,213118,28221,1224,-650,2,Bacteria,OEU68510.1,40.094,212,123,1.19e-47,169.0
NODE_1446_length_633_cov_0.891304,6,633,0.891304,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,153026,153027,213119,213118,28221,1224,-650,2,Bacteria,WP_027358495.1,76.415,106,25,4.88e-56,179.0
NODE_1447_length_633_cov_0.636364,18,633,0.636364,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,77133,-200,-300,-400,-500,-600,-650,2,Bacteria,EKD30598.1,86.73,211,28,7.63e-135,394.0
NODE_1448_length_632_cov_1.633663,15,632,1.633663,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,56698,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_041955879.1,64.762,210,72,2.08e-94,289.0
NODE_1449_length_632_cov_1.085149,18,632,1.085149,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,220622,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_096047388.1,91.5,200,17,2.18e-126,373.0
NODE_1450_length_632_cov_1.019802,20,632,1.019802,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2231055,73029,2008795,206389,28216,1224,-650,2,Bacteria,WP_117608128.1,94.083,169,10,1.1e-113,338.0
NODE_1451_length_632_cov_0.895050,14,632,0.895050,1917218,73029,2008795,206389,28216,1224,-650,2,Bacteria,CP054864.1,80.929,624,111,7.4e-134,486.0,1898103,-200,75787,206389,28216,1224,-650,2,Bacteria,TXG98974.1,89.524,210,22,2.45e-127,388.0
NODE_1452_length_632_cov_0.752475,12,632,0.752475,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1895718,-200,-300,171549,200643,976,-650,2,Bacteria,OJV36335.1,78.68,197,42,6.02e-112,341.0
NODE_1453_length_632_cov_0.683168,16,632,0.683168,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,157692,2755140,1129771,203491,203490,32066,-650,2,Bacteria,WP_026737877.1,46.04,202,102,3.93e-50,165.0
NODE_1454_length_632_cov_0.471287,16,632,0.471287,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1811710,43773,213468,213462,28221,1224,-650,2,Bacteria,OPY15239.1,43.269,104,56,3.51e-18,79.7
NODE_1455_length_631_cov_1.513889,18,631,1.513889,2231055,73029,2008795,206389,28216,1224,-650,2,Bacteria,CP031842.1,83.52,625,103,2.54e-163,584.0,2013718,-200,-300,-400,28216,1224,-650,2,Bacteria,PKO36558.1,95.192,208,10,2.14e-144,414.0
NODE_1456_length_631_cov_1.408730,18,631,1.408730,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1802241,286130,2771471,213849,29547,1224,-650,2,Bacteria,OHD77017.1,60.952,210,82,1.28e-82,256.0
NODE_1457_length_631_cov_1.220238,34,631,1.220238,2231055,73029,2008795,206389,28216,1224,-650,2,Bacteria,CP031842.1,90.65,631,59,0.0,839.0,979697,2779937,4854,214503,2212732,1913637,4751,2759,Eukaryota,KAG0084170.1,76.818,220,41,2.25e-104,332.0
NODE_1458_length_631_cov_1.107143,18,631,1.107143,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2570193,73029,2008795,206389,28216,1224,-650,2,Bacteria,WP_153148030.1,73.6,125,33,1.77e-60,201.0
NODE_1459_length_631_cov_1.031746,10,631,1.031746,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1460_length_631_cov_0.805556,12,631,0.805556,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1802257,202746,2771471,213849,29547,1224,-650,2,Bacteria,OHE12593.1,87.654,162,20,2.38e-101,295.0
NODE_1461_length_631_cov_0.626984,25,631,0.626984,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,220622,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_096045776.1,74.038,208,54,9.22e-113,330.0
NODE_1462_length_630_cov_1.405567,12,630,1.405567,2715678,2772198,2772226,32003,28216,1224,-650,2,Bacteria,AP022853.1,93.617,564,36,0.0,843.0,2715678,2772198,2772226,32003,28216,1224,-650,2,Bacteria,WP_173061356.1,94.156,154,9,1.26e-103,297.0
NODE_1463_length_630_cov_0.884692,16,630,0.884692,259537,73029,2008795,206389,28216,1224,-650,2,Bacteria,CP000089.1,81.918,365,60,7.97e-79,303.0,2013716,-200,-300,-400,28216,1224,-650,2,Bacteria,PKO42243.1,82.353,153,26,2.72e-87,263.0
NODE_1464_length_630_cov_0.848907,14,630,0.848907,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,47500,55079,186822,1385,91061,1239,-650,2,Bacteria,WP_043065752.1,72.34,47,13,1.45e-17,75.9
NODE_1465_length_630_cov_0.834990,15,630,0.834990,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1565314,57665,72294,213849,29547,1224,-650,2,Bacteria,KHG35060.1,76.0,150,36,1.51e-79,246.0
NODE_1466_length_630_cov_0.660040,14,630,0.660040,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,66821,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_025344786.1,82.297,209,37,4.18e-126,363.0
NODE_1467_length_629_cov_1.605578,26,629,1.605578,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2528202,-200,2008790,32003,28216,1224,-650,2,Bacteria,TCJ11701.1,72.381,210,57,5.11e-108,323.0
NODE_1468_length_629_cov_1.338645,10,629,1.338645,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2044939,-200,-300,-400,186801,1239,-650,2,Bacteria,PWM14567.1,32.727,110,70,6.8e-13,66.6
NODE_1469_length_629_cov_1.264940,18,629,1.264940,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2013682,-200,-300,-400,-500,976,-650,2,Bacteria,PKP37162.1,78.107,169,37,4.51e-94,288.0
NODE_1470_length_629_cov_1.195219,16,629,1.195219,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,593133,358023,49546,200644,117743,976,-650,2,Bacteria,WP_090227344.1,71.795,156,43,4.05e-78,233.0
NODE_1471_length_629_cov_0.954183,16,629,0.954183,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1581011,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_067173282.1,78.947,209,44,7.52e-125,362.0
NODE_1472_length_629_cov_0.926295,27,629,0.926295,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,77133,-200,-300,-400,-500,-600,-650,2,Bacteria,EKD32324.1,87.081,209,27,2.48e-117,359.0
NODE_1473_length_629_cov_0.687251,8,629,0.687251,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1852881,-200,-300,-400,-500,1239,-650,2,Bacteria,OQC01147.1,54.545,209,95,5.97e-84,257.0
NODE_1474_length_629_cov_0.521912,16,629,0.521912,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1581011,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_067174307.1,84.211,209,33,5.33e-114,334.0
NODE_1475_length_628_cov_1.471058,18,628,1.471058,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,168471,168470,1499392,206351,28216,1224,-650,2,Bacteria,WP_193582566.1,100.0,43,0,1.84e-23,91.3
NODE_1476_length_628_cov_1.395210,9,628,1.395210,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,28066,28065,80864,80840,28216,1224,-650,2,Bacteria,WP_143541580.1,50.254,197,75,7.23e-51,169.0
NODE_1477_length_628_cov_1.287425,20,628,1.287425,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1478_length_628_cov_1.043912,7,628,1.043912,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,44674,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_014769611.1,85.024,207,31,7.91e-125,363.0
NODE_1479_length_628_cov_0.952096,12,628,0.952096,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1537915,57665,72294,213849,29547,1224,-650,2,Bacteria,KFL34270.1,66.829,205,68,1.85e-92,277.0
NODE_1480_length_628_cov_0.888224,18,628,0.888224,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,77133,-200,-300,-400,-500,-600,-650,2,Bacteria,EKD31183.1,91.346,208,18,5.14e-132,375.0
NODE_1481_length_628_cov_0.620758,10,628,0.620758,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,66821,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_025345100.1,83.654,208,34,1.65e-126,369.0
NODE_1482_length_628_cov_0.337325,30,628,0.337325,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1852869,-200,-300,-400,28221,1224,-650,2,Bacteria,OQB12702.1,38.462,39,24,0.57,33.9
NODE_1483_length_627_cov_2.024000,25,627,2.024000,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2026809,-200,-300,-400,29547,1224,-650,2,Bacteria,RLA69474.1,41.475,217,114,1.17e-47,163.0
NODE_1484_length_627_cov_1.588000,10,627,1.588000,818,816,815,171549,200643,976,-650,2,Bacteria,AP022660.1,90.123,81,8,2.4e-19,106.0,2026749,-200,-300,-400,-500,1134404,-650,2,Bacteria,RCK73118.1,60.096,208,83,1.32e-91,275.0
NODE_1485_length_627_cov_1.358000,20,627,1.358000,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,77133,-200,-300,-400,-500,-600,-650,2,Bacteria,EKD30823.1,81.25,208,39,1.24e-119,362.0
NODE_1486_length_627_cov_1.134000,20,627,1.134000,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1509405,1903858,82115,356,28211,1224,-650,2,Bacteria,WP_037189769.1,43.243,74,42,5.79e-16,72.4
NODE_1487_length_627_cov_1.122000,16,627,1.122000,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2013734,-200,-300,-400,-500,456828,-650,2,Bacteria,PKN73756.1,60.317,63,25,5.31e-20,89.4
NODE_1488_length_627_cov_1.046000,10,627,1.046000,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,255507,28196,72294,213849,29547,1224,-650,2,Bacteria,WP_138108657.1,50.0,212,92,6.86e-61,194.0
NODE_1489_length_627_cov_0.962000,14,627,0.962000,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,66821,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_025345578.1,67.943,209,67,5.96e-95,281.0
NODE_1490_length_627_cov_0.892000,10,627,0.892000,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,77133,-200,-300,-400,-500,-600,-650,2,Bacteria,EKD32546.1,91.724,145,12,2.89e-90,271.0
NODE_1491_length_627_cov_0.888000,16,627,0.888000,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2541731,237,49546,200644,117743,976,-650,2,Bacteria,WP_132001342.1,59.709,206,81,1.26e-79,240.0
NODE_1492_length_627_cov_0.888000,18,627,0.888000,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1852797,-200,-300,-400,-500,976,-650,2,Bacteria,OQC57732.1,45.498,211,112,1.94e-61,199.0
NODE_1493_length_627_cov_0.674000,16,627,0.674000,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2053303,-200,-300,1970189,200643,976,-650,2,Bacteria,PLX08884.1,68.878,196,61,4.02e-54,187.0
NODE_1494_length_626_cov_1.288577,20,626,1.288577,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,77133,-200,-300,-400,-500,-600,-650,2,Bacteria,EKD32290.1,98.077,208,4,1.5e-149,431.0
NODE_1495_length_626_cov_1.180361,14,626,1.180361,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1852852,-200,-300,-400,-500,67812,-650,2,Bacteria,OQB12507.1,91.791,134,11,4.09e-78,244.0
NODE_1496_length_626_cov_1.058116,8,626,1.058116,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2051956,359407,32011,32003,28216,1224,-650,2,Bacteria,PPC99624.1,45.5,200,97,1.52e-51,170.0
NODE_1497_length_626_cov_1.024048,4,626,1.024048,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1898207,-200,-300,186802,186801,1239,-650,2,Bacteria,QOX63560.1,53.96,202,93,4.2e-67,219.0
NODE_1498_length_626_cov_0.915832,12,626,0.915832,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,396812,396811,2762286,768507,768503,976,-650,2,Bacteria,WP_155176265.1,38.095,84,45,8.89e-11,60.8
NODE_1499_length_626_cov_0.831663,16,626,0.831663,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1802256,202746,2771471,213849,29547,1224,-650,2,Bacteria,OHE06070.1,47.917,192,98,5.92e-51,178.0
NODE_1500_length_626_cov_0.695391,16,626,0.695391,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2316108,-200,-300,206389,28216,1224,-650,2,Bacteria,RIX44163.1,91.827,208,16,1.64e-143,402.0
NODE_1501_length_626_cov_0.613226,9,626,0.613226,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1581011,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_067178418.1,78.894,199,42,6.31e-112,321.0
NODE_1502_length_625_cov_1.391566,14,625,1.391566,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1581011,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_067176878.1,82.353,119,21,4.89e-69,210.0
NODE_1503_length_625_cov_1.287149,24,625,1.287149,2231055,73029,2008795,206389,28216,1224,-650,2,Bacteria,CP031842.1,83.387,620,97,7.05e-159,569.0,2587015,73029,2008795,206389,28216,1224,-650,2,Bacteria,WP_168656992.1,90.27,185,18,2.9e-120,340.0
NODE_1504_length_625_cov_1.246988,10,625,1.246988,343874,59734,2762318,200644,117743,976,-650,2,Bacteria,CP040909.1,87.102,628,75,0.0,706.0,2759944,76831,49546,200644,117743,976,-650,2,Bacteria,WP_182650840.1,98.558,208,3,4.38e-153,429.0
NODE_1505_length_625_cov_1.208835,16,625,1.208835,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2686202,-200,10699,28883,2731619,2731618,-650,10239,Viruses,QGZ13268.1,56.19,105,46,1.15e-35,127.0
NODE_1506_length_625_cov_0.987952,20,625,0.987952,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,59893,44249,186822,1385,91061,1239,-650,2,Bacteria,WP_010346909.1,72.414,116,32,1.08e-46,155.0
NODE_1507_length_625_cov_0.941767,14,625,0.941767,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,305,48736,119060,80840,28216,1224,-650,2,Bacteria,WP_138928989.1,82.759,116,20,4.83e-67,203.0
NODE_1508_length_625_cov_0.803213,20,625,0.803213,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1336,1301,1300,186826,91061,1239,-650,2,Bacteria,WP_165626457.1,51.813,193,91,5.58e-56,189.0
NODE_1509_length_625_cov_0.712851,14,625,0.712851,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1797347,-200,-300,-400,-500,976,-650,2,Bacteria,OFY44037.1,85.279,197,29,1.12e-125,358.0
NODE_1510_length_625_cov_0.704819,10,625,0.704819,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1852804,-200,-300,-400,-500,976,-650,2,Bacteria,OQB80780.1,100.0,62,0,1.44e-31,122.0
NODE_1511_length_624_cov_1.010060,27,624,1.010060,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,77133,-200,-300,-400,-500,-600,-650,2,Bacteria,EKD31272.1,87.981,208,25,1.09e-136,400.0
NODE_1513_length_624_cov_0.585513,8,624,0.585513,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2081962,838,171552,171549,200643,976,-650,2,Bacteria,WP_107581251.1,83.871,31,5,1.25e-07,53.5
NODE_1514_length_623_cov_1.165323,18,623,1.165323,321984,149698,75682,80840,28216,1224,-650,2,Bacteria,CP038026.1,93.333,60,4,2.4e-14,89.8,337779,73029,2008795,206389,28216,1224,-650,2,Bacteria,WP_153131452.1,90.84,131,12,6.5e-83,254.0
NODE_1515_length_623_cov_1.016129,19,623,1.016129,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1906666,-200,-300,-400,183967,2283796,-650,2157,Archaea,RLF44909.1,67.677,99,31,2.22e-36,136.0
NODE_1516_length_623_cov_0.965726,13,623,0.965726,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,56698,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_041960244.1,80.829,193,37,5.08e-110,323.0
NODE_1517_length_623_cov_0.885081,22,623,0.885081,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,77133,-200,-300,-400,-500,-600,-650,2,Bacteria,EKD31935.1,94.152,171,10,3.34e-108,319.0
NODE_1518_length_623_cov_0.800403,22,623,0.800403,2013514,57665,72294,213849,29547,1224,-650,2,Bacteria,CP021979.1,89.349,169,18,1.36e-51,213.0,56698,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_041956447.1,91.791,134,11,2.88e-86,256.0
NODE_1519_length_623_cov_0.784274,18,623,0.784274,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1852921,-200,-300,-400,-500,544448,-650,2,Bacteria,OPZ32429.1,32.524,206,126,5.02e-19,87.0
NODE_1520_length_623_cov_0.725806,13,623,0.725806,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1640674,2038697,2038695,171549,200643,976,-650,2,Bacteria,WP_092437432.1,65.574,61,21,1.03e-12,67.4
NODE_1521_length_623_cov_0.705645,26,623,0.705645,1917218,73029,2008795,206389,28216,1224,-650,2,Bacteria,CP054864.1,84.413,494,73,2.62e-133,484.0,2013703,-200,-300,-400,28216,1224,-650,2,Bacteria,PKO86168.1,98.78,164,2,8.31e-104,307.0
NODE_1523_length_622_cov_2.163636,12,622,2.163636,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1797322,-200,-300,-400,-500,976,-650,2,Bacteria,OFX51297.1,76.596,188,44,6.88e-100,301.0
NODE_1524_length_622_cov_1.763636,12,622,1.763636,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1898104,-200,-300,-400,-500,976,-650,2,Bacteria,TNF41398.1,88.835,206,23,4.66e-119,353.0
NODE_1525_length_622_cov_1.513131,33,622,1.513131,1854492,57665,72294,213849,29547,1224,-650,2,Bacteria,CP039734.2,91.993,562,43,0.0,787.0,1986224,57665,72294,213849,29547,1224,-650,2,Bacteria,ARU48221.1,98.824,170,2,3.12e-119,339.0
NODE_1526_length_622_cov_1.349495,10,622,1.349495,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1859131,1859128,213121,213118,28221,1224,-650,2,Bacteria,RWX44272.1,86.022,93,13,4.76e-54,169.0
NODE_1527_length_622_cov_1.153535,12,622,1.153535,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,357276,909656,-300,171549,200643,976,-650,2,Bacteria,WP_129640638.1,34.483,145,81,1.74e-13,68.6
NODE_1528_length_622_cov_1.139394,14,622,1.139394,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,281362,73029,2008795,206389,28216,1224,-650,2,Bacteria,WP_066882402.1,92.045,88,7,1.29e-51,168.0
NODE_1529_length_622_cov_1.076768,10,622,1.076768,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2053303,-200,-300,1970189,200643,976,-650,2,Bacteria,PLX06858.1,40.201,199,107,6.9e-34,128.0
