contig_name,read_count,contig_length,contig_coverage,NT.species_taxid,NT.genus_taxid,NT.family_taxid,NT.order_taxid,NT.class_taxid,NT.phylum_taxid,NT.kingdom_taxid,NT.superkingdom_taxid,NT.superkingdom_name,NT.Accession,NT.Percentage Identity,NT.Alignment Length,NT.Number of mismatches,NT.E-value,NT.Bitscore,NR.species_taxid,NR.genus_taxid,NR.family_taxid,NR.order_taxid,NR.class_taxid,NR.phylum_taxid,NR.kingdom_taxid,NR.superkingdom_taxid,NR.superkingdom_name,NR.Accession,NR.Percentage Identity,NR.Alignment Length,NR.Number of mismatches,NR.E-value,NR.Bitscore
NODE_3151_length_681_cov_2.052347,12,681,2.052347,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,28446,2039240,186803,186802,186801,1239,-650,2,Bacteria,WP_082754214.1,51.754,228,108,5.04e-77,240.0
NODE_3152_length_681_cov_1.629964,54,681,1.629964,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1509405,1903858,82115,356,28211,1224,-650,2,Bacteria,WP_037189767.1,39.375,160,86,5.84e-18,84.0
NODE_3153_length_681_cov_1.413357,28,681,1.413357,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1618717,-200,-300,-400,-500,1752737,-650,2,Bacteria,KKQ04447.1,29.07,86,54,0.32,33.5
NODE_3154_length_681_cov_1.400722,113,681,1.400722,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2591644,-200,-300,-400,-500,-600,-650,10239,Viruses,QDP67004.1,57.36,197,84,3.28e-79,241.0
NODE_3155_length_681_cov_1.176895,36,681,1.176895,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,455436,89404,72275,135622,1236,1224,-650,2,Bacteria,WP_010178664.1,52.756,127,60,4.1e-43,145.0
NODE_3156_length_681_cov_1.025271,7,681,1.025271,1707785,149698,75682,80840,28216,1224,-650,2,Bacteria,CP012640.2,84.0,150,22,9.18e-31,143.0,1619235,286,135621,72274,1236,1224,-650,2,Bacteria,KJS76230.1,73.984,123,32,1.38e-61,190.0
NODE_3157_length_681_cov_0.893502,38,681,0.893502,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,626932,239759,171550,171549,200643,976,-650,2,Bacteria,WP_009134922.1,35.043,234,132,7.85e-34,127.0
NODE_3158_length_681_cov_0.877256,40,681,0.877256,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1463919,1883,2062,85011,1760,201174,-650,2,Bacteria,WP_030168924.1,60.0,35,14,3.61e-06,48.9
NODE_3159_length_681_cov_0.752708,8,681,0.752708,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,78544,286,135621,72274,1236,1224,-650,2,Bacteria,WP_169899418.1,81.818,33,6,7.22e-13,66.6
NODE_3160_length_681_cov_0.745487,7,681,0.745487,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2769337,-200,10662,28883,2731619,2731618,-650,10239,Viruses,QNR51840.1,36.957,92,56,6.89e-10,59.7
NODE_3161_length_681_cov_0.577617,73,681,0.577617,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_3162_length_680_cov_0.956600,10,680,0.956600,40214,469,468,72274,1236,1224,-650,2,Bacteria,CP010350.1,91.573,356,28,2.84e-135,490.0,29430,469,468,72274,1236,1224,-650,2,Bacteria,WP_160132283.1,87.912,91,11,1.98e-53,167.0
NODE_3163_length_680_cov_0.956600,10,680,0.956600,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,908820,2560131,10662,28883,2731619,2731618,-650,10239,Viruses,APZ82890.1,51.2,125,61,4.3e-45,148.0
NODE_3164_length_680_cov_0.954792,38,680,0.954792,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2100421,-200,-300,28883,2731619,2731618,-650,10239,Viruses,CAB4187281.1,51.163,43,21,1.18e-05,47.0
NODE_3165_length_680_cov_0.833635,31,680,0.833635,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2653169,28453,84566,200666,117747,976,-650,2,Bacteria,WP_159332848.1,49.39,164,69,1.73e-43,145.0
NODE_3166_length_680_cov_0.761302,12,680,0.761302,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2100421,-200,-300,28883,2731619,2731618,-650,10239,Viruses,CAB4126212.1,65.823,79,27,1.51e-35,128.0
NODE_3167_length_680_cov_0.739602,20,680,0.739602,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1262911,459786,216572,186802,186801,1239,-650,2,Bacteria,CDB25289.1,28.095,210,133,1.08e-13,70.5
NODE_3168_length_680_cov_0.696203,20,680,0.696203,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_3169_length_680_cov_0.658228,37,680,0.658228,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,281362,73029,2008795,206389,28216,1224,-650,2,Bacteria,WP_066884539.1,49.091,55,27,2.94e-08,51.6
NODE_3170_length_680_cov_0.584087,28,680,0.584087,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2651067,-200,10662,28883,2731619,2731618,-650,10239,Viruses,QFP93496.1,68.908,119,37,5.67e-66,147.0
NODE_3171_length_680_cov_0.575045,13,680,0.575045,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1797206,-200,-300,-400,-500,201174,-650,2,Bacteria,OFW61754.1,56.0,50,22,1.42e-12,64.3
NODE_3172_length_679_cov_1.335145,41,679,1.335145,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_3173_length_679_cov_0.882246,12,679,0.882246,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2015799,-200,45401,356,28211,1224,-650,2,Bacteria,TXH17554.1,47.977,173,90,1.87e-45,158.0
NODE_3174_length_679_cov_0.835145,19,679,0.835145,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1852811,-200,-300,-400,-500,976,-650,2,Bacteria,OQA51291.1,40.994,161,86,4.98e-36,135.0
NODE_3175_length_679_cov_0.788043,18,679,0.788043,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2013756,-200,-300,-400,28221,1224,-650,2,Bacteria,PKN20898.1,42.731,227,123,3.07e-59,193.0
NODE_3176_length_679_cov_0.547101,28,679,0.547101,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1852816,-200,-300,-400,-500,976,-650,2,Bacteria,OPZ49408.1,32.203,118,70,1.98e-07,52.8
NODE_3177_length_679_cov_0.449275,24,679,0.449275,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2100421,-200,-300,28883,2731619,2731618,-650,10239,Viruses,CAB4148105.1,52.632,38,18,4.28e-06,44.7
NODE_3178_length_679_cov_0.358696,28,679,0.358696,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_3179_length_678_cov_4.451906,279,678,4.451906,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1283071,-200,10744,28883,2731619,2731618,-650,10239,Viruses,YP_008126816.1,32.864,213,124,1.76e-29,117.0
NODE_3180_length_678_cov_1.290381,26,678,1.290381,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1811705,513557,513556,213462,28221,1224,-650,2,Bacteria,OPY78269.1,55.385,65,29,4.08e-13,68.2
NODE_3181_length_678_cov_1.239564,22,678,1.239564,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,180197,352449,80864,80840,28216,1224,-650,2,Bacteria,WP_143059550.1,59.259,54,21,2.18e-13,70.1
NODE_3182_length_678_cov_1.078040,20,678,1.078040,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2035772,-200,-300,-400,-500,67812,-650,2,Bacteria,RKY32382.1,35.514,214,133,1.45e-27,106.0
NODE_3183_length_678_cov_1.061706,30,678,1.061706,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,239935,239934,1647988,48461,203494,74201,-650,2,Bacteria,WP_149888256.1,46.053,152,79,2.15e-39,134.0
NODE_3184_length_678_cov_0.885662,6,678,0.885662,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,28038,2767885,33958,186826,91061,1239,-650,2,Bacteria,WP_089542183.1,45.578,147,70,3.42e-35,125.0
NODE_3185_length_678_cov_0.794918,38,678,0.794918,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2093361,-200,-300,-400,-500,2093358,-650,2,Bacteria,RJP67895.1,37.209,172,95,4.21e-24,101.0
NODE_3186_length_677_cov_2.345455,44,677,2.345455,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1852874,-200,-300,-400,-500,28890,-650,2157,Archaea,OQC70453.1,99.248,133,1,3.8e-88,275.0
NODE_3187_length_677_cov_1.234545,14,677,1.234545,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_3188_length_677_cov_1.158182,7,677,1.158182,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1802243,286130,2771471,213849,29547,1224,-650,2,Bacteria,OHD87155.1,51.754,114,54,5.77e-34,127.0
NODE_3189_length_677_cov_1.140000,42,677,1.140000,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,753084,-200,10699,28883,2731619,2731618,-650,10239,Viruses,YP_004421459.1,58.333,168,69,1.43e-64,202.0
NODE_3190_length_677_cov_1.034545,26,677,1.034545,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1710888,1163,1162,1161,-500,1117,-650,2,Bacteria,OBQ32785.1,33.333,132,87,2.18e-17,78.6
NODE_3191_length_677_cov_1.016364,8,677,1.016364,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1802174,-200,-300,-400,-500,203691,-650,2,Bacteria,OHD14405.1,52.482,141,64,7.82e-40,139.0
NODE_3192_length_677_cov_0.967273,10,677,0.967273,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,196,194,72294,213849,29547,1224,-650,2,Bacteria,CUU91962.1,41.667,132,71,1.37e-24,95.5
NODE_3193_length_677_cov_0.967273,28,677,0.967273,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,106648,469,468,72274,1236,1224,-650,2,Bacteria,KAF1020488.1,58.333,72,27,1.59e-23,90.9
NODE_3194_length_677_cov_0.850909,8,677,0.850909,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,29372,1485,31979,186802,186801,1239,-650,2,Bacteria,WP_195972917.1,32.0,150,71,1.88e-12,67.4
NODE_3195_length_677_cov_0.683636,14,677,0.683636,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2026720,-200,-300,-400,-500,95818,-650,2,Bacteria,RTK93373.1,68.362,177,54,4.84e-70,216.0
NODE_3196_length_676_cov_2.559199,106,676,2.559199,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1881249,-200,10699,28883,2731619,2731618,-650,10239,Viruses,AUR89334.1,54.545,198,89,5.78e-76,229.0
NODE_3197_length_676_cov_2.211293,92,676,2.211293,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2026760,-200,-300,-400,-500,62680,-650,2,Bacteria,RKY55912.1,37.949,195,120,1.81e-40,147.0
NODE_3198_length_676_cov_2.200364,72,676,2.200364,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2591644,-200,-300,-400,-500,-600,-650,10239,Viruses,QDP66120.1,49.351,77,39,6.45e-17,80.5
NODE_3199_length_676_cov_2.052823,20,676,2.052823,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2772080,-200,10744,28883,2731619,2731618,-650,10239,Viruses,QOR56730.1,29.319,191,100,1.26e-19,88.6
NODE_3200_length_676_cov_1.806922,42,676,1.806922,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,144786,83677,83676,85012,1760,201174,-650,2,Bacteria,KUP98371.1,47.126,87,43,4.28e-18,82.0
NODE_3201_length_676_cov_1.489982,24,676,1.489982,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_3202_length_676_cov_0.868852,18,676,0.868852,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,35818,209,72293,213849,29547,1224,-650,2,Bacteria,WP_054198824.1,37.895,95,56,5.58e-12,63.9
NODE_3203_length_676_cov_0.810565,13,676,0.810565,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2026809,-200,-300,-400,29547,1224,-650,2,Bacteria,RLA69422.1,55.405,222,83,4.16e-70,221.0
NODE_3204_length_676_cov_0.714026,24,676,0.714026,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2692584,1254401,1471398,1970189,200643,976,-650,2,Bacteria,WP_159522861.1,32.039,103,61,0.54,32.7
NODE_3205_length_676_cov_0.679417,28,676,0.679417,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1869304,-200,-300,213118,28221,1224,-650,2,Bacteria,OEU68503.1,45.85,253,106,1.07e-65,216.0
NODE_3206_length_675_cov_1.952555,34,675,1.952555,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2593644,83681,2004,85012,1760,201174,-650,2,Bacteria,WP_188191683.1,40.698,86,45,7.56e-05,44.7
NODE_3207_length_675_cov_1.697080,72,675,1.697080,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_3208_length_675_cov_1.503650,38,675,1.503650,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1852939,-200,-300,-400,-500,-600,-650,2,Bacteria,OQB07613.1,28.049,82,55,1.0,32.0
NODE_3209_length_675_cov_1.051095,34,675,1.051095,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2267264,226,72275,135622,1236,1224,-650,2,Bacteria,WP_119499886.1,32.836,134,80,5.54e-14,72.0
NODE_3210_length_675_cov_1.051095,51,675,1.051095,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2769281,106591,82115,356,28211,1224,-650,2,Bacteria,WP_192442311.1,50.0,222,109,5.04e-65,214.0
NODE_3211_length_675_cov_1.025547,10,675,1.025547,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1503055,32008,119060,80840,28216,1224,-650,2,Bacteria,WP_060330100.1,49.265,136,68,1.53e-37,131.0
NODE_3212_length_675_cov_0.996350,19,675,0.996350,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,104609,662,641,135623,1236,1224,-650,2,Bacteria,WP_126608224.1,37.037,54,29,0.83,32.3
NODE_3213_length_675_cov_0.804745,14,675,0.804745,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_3214_length_675_cov_0.713504,20,675,0.713504,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,29430,469,468,72274,1236,1224,-650,2,Bacteria,WP_109439831.1,44.828,29,16,0.8,32.3
NODE_3215_length_675_cov_0.620438,38,675,0.620438,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,817,816,815,171549,200643,976,-650,2,Bacteria,WP_121972059.1,37.931,87,52,3.61e-12,61.6
NODE_3216_length_674_cov_1.568556,28,674,1.568556,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1491,1485,31979,186802,186801,1239,-650,2,Bacteria,WP_078219352.1,38.095,105,57,2.75e-11,62.0
NODE_3217_length_674_cov_1.466179,20,674,1.466179,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1801932,-200,-300,-400,1801911,1619053,-650,2,Bacteria,OGJ72794.1,40.777,103,61,1.01e-18,85.5
NODE_3218_length_674_cov_1.427788,20,674,1.427788,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2026809,-200,-300,-400,29547,1224,-650,2,Bacteria,RLA66540.1,41.414,198,114,3.94e-47,165.0
NODE_3219_length_674_cov_1.095064,26,674,1.095064,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,77133,-200,-300,-400,-500,-600,-650,2,Bacteria,BAF41976.1,69.792,96,28,1.63e-24,100.0
NODE_3220_length_674_cov_1.043876,10,674,1.043876,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1852816,-200,-300,-400,-500,976,-650,2,Bacteria,OPZ47224.1,100.0,107,0,2.36e-74,221.0
NODE_3221_length_674_cov_0.831810,24,674,0.831810,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2170413,-200,10699,28883,2731619,2731618,-650,10239,Viruses,AXQ66565.1,30.178,169,99,1.15e-13,70.5
NODE_3222_length_674_cov_0.765996,18,674,0.765996,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1349818,303379,75682,80840,28216,1224,-650,2,Bacteria,WP_025915796.1,38.393,112,66,5.18e-16,75.1
NODE_3223_length_674_cov_0.638026,30,674,0.638026,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2655002,-200,10744,28883,2731619,2731618,-650,10239,Viruses,QFR59714.1,63.677,223,79,6.63e-103,301.0
NODE_3224_length_674_cov_0.387569,23,674,0.387569,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,142877,36853,186807,186802,186801,1239,-650,2,Bacteria,WP_025248735.1,31.513,238,139,1.22e-34,130.0
NODE_3225_length_673_cov_2.234432,190,673,2.234432,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1798571,-200,-300,-400,-500,256845,-650,2,Bacteria,OGV45853.1,51.807,83,40,3.49e-21,90.9
NODE_3226_length_673_cov_1.434066,18,673,1.434066,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2026809,-200,-300,-400,29547,1224,-650,2,Bacteria,RLA64047.1,39.759,166,87,1.6e-33,124.0
NODE_3227_length_673_cov_1.183150,14,673,1.183150,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2723762,-200,2731643,28883,2731619,2731618,-650,10239,Viruses,QIW89945.1,60.819,171,64,1.73e-67,222.0
NODE_3228_length_673_cov_1.183150,14,673,1.183150,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1852816,-200,-300,-400,-500,976,-650,2,Bacteria,OPZ41996.1,70.455,176,51,3.56e-89,265.0
NODE_3229_length_673_cov_1.172161,20,673,1.172161,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1923890,2560215,10662,28883,2731619,2731618,-650,10239,Viruses,BAW19278.1,39.344,183,108,1.12e-46,156.0
NODE_3230_length_673_cov_0.956044,8,673,0.956044,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1689272,59,481,206351,28216,1224,-650,2,Bacteria,WP_058305492.1,89.916,119,12,5.32e-58,181.0
NODE_3231_length_673_cov_0.763736,22,673,0.763736,2723762,-200,2731643,28883,2731619,2731618,-650,10239,Viruses,MT259468.1,90.504,674,34,0.0,863.0,2723762,-200,2731643,28883,2731619,2731618,-650,10239,Viruses,QIW89976.1,95.96,99,4,2.46e-63,193.0
NODE_3232_length_673_cov_0.695971,22,673,0.695971,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1897040,-200,-300,171549,200643,976,-650,2,Bacteria,OKY84368.1,47.17,212,108,9.03e-57,195.0
NODE_3233_length_672_cov_2.225688,16,672,2.225688,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1512,1506553,186803,186802,186801,1239,-650,2,Bacteria,WP_195481195.1,32.479,117,71,2.45e-08,55.1
NODE_3234_length_672_cov_1.972477,20,672,1.972477,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1797196,-200,-300,-400,-500,201174,-650,2,Bacteria,OFW53975.1,52.252,222,104,3.93e-79,242.0
NODE_3235_length_672_cov_1.706422,28,672,1.706422,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2655002,-200,10744,28883,2731619,2731618,-650,10239,Viruses,QFR59742.1,56.19,105,45,1.13e-30,120.0
NODE_3236_length_672_cov_1.662385,40,672,1.662385,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2033483,1386,186817,1385,91061,1239,-650,2,Bacteria,WP_098262604.1,35.468,203,113,5.85e-23,96.7
NODE_3237_length_672_cov_1.515596,50,672,1.515596,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2026735,-200,-300,-400,28221,1224,-650,2,Bacteria,RLC32204.1,54.63,108,49,1.35e-38,135.0
NODE_3238_length_672_cov_1.491743,73,672,1.491743,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,756275,-200,10699,28883,2731619,2731618,-650,10239,Viruses,AGN30391.1,38.389,211,125,2.17e-40,145.0
NODE_3239_length_672_cov_1.157798,29,672,1.157798,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_3240_length_672_cov_1.078899,9,672,1.078899,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,562,561,543,91347,1236,1224,-650,2,Bacteria,WP_124062871.1,42.925,212,110,1.67e-44,159.0
NODE_3241_length_672_cov_0.972477,22,672,0.972477,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2508852,-200,10662,28883,2731619,2731618,-650,10239,Viruses,QAU04463.1,40.223,179,100,4.62e-39,139.0
NODE_3242_length_672_cov_0.866055,14,672,0.866055,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2697043,-200,-300,-400,-500,134625,-650,2,Bacteria,QHI70484.1,32.558,86,43,0.72,32.3
NODE_3243_length_672_cov_0.844037,18,672,0.844037,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_3244_length_672_cov_0.757798,18,672,0.757798,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2026809,-200,-300,-400,29547,1224,-650,2,Bacteria,RLA62808.1,65.789,38,12,4.57e-06,48.1
NODE_3245_length_672_cov_0.722936,18,672,0.722936,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2026809,-200,-300,-400,29547,1224,-650,2,Bacteria,RLA65129.1,28.302,159,69,1.16e-08,56.2
NODE_3246_length_672_cov_0.706422,15,672,0.706422,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2065204,-200,10699,28883,2731619,2731618,-650,10239,Viruses,AUM58689.1,41.509,106,58,6.84e-16,76.3
NODE_3247_length_672_cov_0.546789,18,672,0.546789,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1618717,-200,-300,-400,-500,1752737,-650,2,Bacteria,KKQ04402.1,35.714,154,87,5.08e-17,80.5
NODE_3248_length_671_cov_2.178309,42,671,2.178309,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_3249_length_671_cov_1.577206,44,671,1.577206,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2044591,-200,-300,-400,-500,1729712,-650,2,Bacteria,RKZ11049.1,42.5,200,99,2.46e-50,164.0
NODE_3250_length_671_cov_1.428309,12,671,1.428309,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1897045,-200,-300,186802,186801,1239,-650,2,Bacteria,OLA00154.1,49.462,93,47,1.34e-17,81.6
NODE_3251_length_671_cov_1.428309,127,671,1.428309,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,305,48736,119060,80840,28216,1224,-650,2,Bacteria,WP_119447619.1,61.435,223,86,3.63e-103,306.0
NODE_3252_length_671_cov_1.318015,14,671,1.318015,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2026735,-200,-300,-400,28221,1224,-650,2,Bacteria,RLC32201.1,36.735,98,61,4.03e-15,70.9
NODE_3253_length_671_cov_1.306985,39,671,1.306985,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1300006,-200,10744,28883,2731619,2731618,-650,10239,Viruses,AGM47046.1,60.0,50,20,3.23e-12,66.6
NODE_3254_length_671_cov_1.250000,21,671,1.250000,1590,2767842,33958,186826,91061,1239,-650,2,Bacteria,CP050805.1,93.333,60,0,1.54e-13,86.1,723611,-200,-300,204441,28211,1224,-650,2,Bacteria,ADI22704.1,34.694,49,32,0.66,30.8
NODE_3255_length_671_cov_1.235294,16,671,1.235294,2675446,-200,10699,28883,2731619,2731618,-650,10239,Viruses,MH511048.1,85.139,323,38,1.08e-84,322.0,2675446,-200,10699,28883,2731619,2731618,-650,10239,Viruses,AWW07731.1,61.272,173,54,8.59e-62,194.0
NODE_3256_length_671_cov_1.154412,14,671,1.154412,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1852930,-200,-300,-400,-500,74201,-650,2,Bacteria,OQA28154.1,56.115,139,54,1.52e-39,145.0
NODE_3257_length_671_cov_1.152574,4,671,1.152574,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,47479,2000,2004,85012,1760,201174,-650,2,Bacteria,WP_184756910.1,54.639,97,42,1.03e-21,87.4
NODE_3258_length_671_cov_0.961397,54,671,0.961397,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2170413,-200,10699,28883,2731619,2731618,-650,10239,Viruses,QHJ78158.1,28.696,115,65,2.2e-06,49.3
NODE_3259_length_671_cov_0.871324,32,671,0.871324,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1574161,583,1903414,91347,1236,1224,-650,2,Bacteria,WP_157957626.1,80.556,36,7,9.04e-12,64.7
NODE_3260_length_671_cov_0.832721,56,671,0.832721,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1913989,-200,-300,-400,1236,1224,-650,2,Bacteria,TNF01488.1,35.417,144,72,1.13e-17,82.4
NODE_3261_length_671_cov_0.757353,10,671,0.757353,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1797882,-200,-300,-400,28221,1224,-650,2,Bacteria,OGQ60746.1,37.143,105,64,1.79e-09,58.5
NODE_3262_length_671_cov_0.647059,10,671,0.647059,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1703385,-200,-300,225057,1807140,1224,-650,2,Bacteria,KPK71864.1,57.447,94,36,6.99e-32,114.0
NODE_3263_length_671_cov_0.261029,24,671,0.261029,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_3264_length_671_cov_0.095588,86,671,0.095588,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2772083,-200,10744,28883,2731619,2731618,-650,10239,Viruses,QOR57048.1,30.631,222,103,2.33e-18,84.7
NODE_3265_length_670_cov_1.508287,41,670,1.508287,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,136547,35798,206379,32003,28216,1224,-650,2,Bacteria,WP_090456208.1,57.303,89,33,8.2e-28,103.0
NODE_3266_length_670_cov_1.255985,22,670,1.255985,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2170413,-200,10699,28883,2731619,2731618,-650,10239,Viruses,AXF52603.1,55.769,52,22,7.96e-10,58.9
NODE_3267_length_670_cov_1.193370,14,670,1.193370,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1472912,-200,-300,28883,2731619,2731618,-650,10239,Viruses,YP_009037253.1,45.506,178,90,2.52e-37,134.0
NODE_3268_length_670_cov_1.117864,47,670,1.117864,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
