contig_name,read_count,contig_length,contig_coverage,NT.species_taxid,NT.genus_taxid,NT.family_taxid,NT.order_taxid,NT.class_taxid,NT.phylum_taxid,NT.kingdom_taxid,NT.superkingdom_taxid,NT.superkingdom_name,NT.Accession,NT.Percentage Identity,NT.Alignment Length,NT.Number of mismatches,NT.E-value,NT.Bitscore,NR.species_taxid,NR.genus_taxid,NR.family_taxid,NR.order_taxid,NR.class_taxid,NR.phylum_taxid,NR.kingdom_taxid,NR.superkingdom_taxid,NR.superkingdom_name,NR.Accession,NR.Percentage Identity,NR.Alignment Length,NR.Number of mismatches,NR.E-value,NR.Bitscore
NODE_1650_length_618_cov_0.855397,24,618,0.855397,194424,57665,72294,213849,29547,1224,-650,2,Bacteria,CP017111.1,84.79,618,94,1.92e-174,621.0,366522,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_039673501.1,100.0,102,0,1.11e-65,210.0
NODE_1651_length_618_cov_0.845214,14,618,0.845214,1642646,307628,2005520,171549,200643,976,-650,2,Bacteria,LT608328.1,92.857,84,6,2.37e-24,122.0,185300,346096,2005523,171549,200643,976,-650,2,Bacteria,WP_013445377.1,47.101,138,73,6.75e-41,146.0
NODE_1652_length_618_cov_0.816701,8,618,0.816701,65553,57665,72294,213849,29547,1224,-650,2,Bacteria,CP001816.1,90.656,610,53,0.0,808.0,65553,57665,72294,213849,29547,1224,-650,2,Bacteria,ACZ11813.1,95.146,206,10,3.1e-143,408.0
NODE_1653_length_618_cov_0.659878,13,618,0.659878,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,77133,-200,-300,-400,-500,-600,-650,2,Bacteria,EKD32033.1,97.073,205,6,6.19e-134,385.0
NODE_1654_length_618_cov_0.535642,8,618,0.535642,96345,237,49546,200644,117743,976,-650,2,Bacteria,CP007627.1,85.106,94,14,1.44e-16,97.1,2740405,202746,2771471,213849,29547,1224,-650,2,Bacteria,WP_194367741.1,67.327,202,57,4.19e-87,276.0
NODE_1655_length_617_cov_1.365306,10,617,1.365306,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,366522,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_158509038.1,54.902,51,22,4.83e-10,55.5
NODE_1656_length_617_cov_1.318367,8,617,1.318367,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,66821,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_025345286.1,91.011,89,8,3.7e-49,170.0
NODE_1657_length_617_cov_1.277551,22,617,1.277551,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1871071,-200,80864,80840,28216,1224,-650,2,Bacteria,RYF07332.1,27.778,72,47,0.11,36.2
NODE_1658_length_617_cov_0.875510,12,617,0.875510,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1797347,-200,-300,-400,-500,976,-650,2,Bacteria,OFY38643.1,89.756,205,21,1.33e-135,394.0
NODE_1659_length_617_cov_0.830612,16,617,0.830612,2013514,57665,72294,213849,29547,1224,-650,2,Bacteria,CP021979.1,80.323,620,114,1.23e-126,462.0,1581011,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_067174445.1,88.811,143,16,1.37e-83,264.0
NODE_1660_length_617_cov_0.828571,16,617,0.828571,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1852809,-200,-300,-400,-500,976,-650,2,Bacteria,OQA95181.1,31.111,180,122,2.02e-15,76.3
NODE_1661_length_617_cov_0.651020,20,617,0.651020,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,44674,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_014769292.1,75.676,111,27,4.71e-40,137.0
NODE_1662_length_617_cov_0.438776,18,617,0.438776,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,77133,-200,-300,-400,-500,-600,-650,2,Bacteria,EKD25871.1,84.348,115,11,2e-50,161.0
NODE_1663_length_616_cov_1.282209,16,616,1.282209,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2026724,-200,-300,-400,-500,200795,-650,2,Bacteria,RLC91556.1,33.333,87,43,0.95,33.1
NODE_1664_length_616_cov_1.161554,6,616,1.161554,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1798316,-200,213422,69541,28221,1224,-650,2,Bacteria,OGU13124.1,97.073,205,6,3.6e-142,423.0
NODE_1665_length_616_cov_0.938650,6,616,0.938650,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,626932,239759,171550,171549,200643,976,-650,2,Bacteria,WP_009134930.1,37.5,200,123,1.56e-33,129.0
NODE_1666_length_616_cov_0.881391,16,616,0.881391,2013514,57665,72294,213849,29547,1224,-650,2,Bacteria,CP021979.1,86.364,616,84,0.0,673.0,56698,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_041959199.1,91.358,162,14,2.3e-107,308.0
NODE_1667_length_616_cov_0.560327,16,616,0.560327,66821,57665,72294,213849,29547,1224,-650,2,Bacteria,CP007201.1,81.111,360,62,1.03e-72,283.0,1581011,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_067177329.1,80.741,135,26,4.38e-64,198.0
NODE_1668_length_616_cov_0.543967,12,616,0.543967,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1640674,2038697,2038695,171549,200643,976,-650,2,Bacteria,WP_092440944.1,90.686,204,19,4.98e-134,394.0
NODE_1669_length_615_cov_1.088115,8,615,1.088115,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1644114,55080,186822,1385,91061,1239,-650,2,Bacteria,WP_134682568.1,31.034,145,92,8.9e-10,60.1
NODE_1670_length_615_cov_1.014344,10,615,1.014344,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2053303,-200,-300,1970189,200643,976,-650,2,Bacteria,PLX05749.1,56.021,191,84,1.93e-73,223.0
NODE_1671_length_615_cov_0.973361,22,615,0.973361,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2013719,-200,-300,-400,28216,1224,-650,2,Bacteria,PKO34359.1,66.279,172,55,2.58e-65,204.0
NODE_1672_length_615_cov_0.918033,4,615,0.918033,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1802241,286130,2771471,213849,29547,1224,-650,2,Bacteria,OHD77928.1,92.135,89,7,9.08e-50,168.0
NODE_1673_length_615_cov_0.836066,14,615,0.836066,2231055,73029,2008795,206389,28216,1224,-650,2,Bacteria,CP031842.1,82.246,552,96,1.57e-130,475.0,2013701,-200,-300,-400,28216,1224,-650,2,Bacteria,PKO93206.1,92.647,204,15,3.67e-130,375.0
NODE_1674_length_615_cov_0.786885,4,615,0.786885,1854492,57665,72294,213849,29547,1224,-650,2,Bacteria,CP039734.2,87.561,619,69,0.0,710.0,56698,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_041957827.1,88.722,133,15,1.99e-89,262.0
NODE_1675_length_614_cov_1.496920,18,614,1.496920,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1537915,57665,72294,213849,29547,1224,-650,2,Bacteria,KFL34787.1,59.606,203,82,8.58e-71,231.0
NODE_1676_length_614_cov_1.447639,34,614,1.447639,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2026809,-200,-300,-400,29547,1224,-650,2,Bacteria,RLA69474.1,55.556,63,28,7.66e-18,83.2
NODE_1677_length_614_cov_1.139630,10,614,1.139630,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,56698,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_041958287.1,37.5,56,34,0.9,33.1
NODE_1678_length_614_cov_1.123203,16,614,1.123203,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2013682,-200,-300,-400,-500,976,-650,2,Bacteria,PKP36783.1,58.696,184,76,2.56e-70,228.0
NODE_1679_length_614_cov_1.034908,36,614,1.034908,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1813599,1513458,944644,2732555,2732523,2732007,2732005,10239,Viruses,YP_009238595.1,52.5,40,19,7.9e-05,45.1
NODE_1680_length_614_cov_0.960986,10,614,0.960986,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2560269,2560175,10662,28883,2731619,2731618,-650,10239,Viruses,YP_009596112.1,44.048,84,45,7.9e-12,62.4
NODE_1681_length_614_cov_0.862423,10,614,0.862423,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1852939,-200,-300,-400,-500,-600,-650,2,Bacteria,OQB07390.1,46.875,32,17,0.21,34.3
NODE_1682_length_614_cov_0.829569,16,614,0.829569,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1537915,57665,72294,213849,29547,1224,-650,2,Bacteria,KFL34383.1,56.65,203,88,5.65e-74,231.0
NODE_1683_length_614_cov_0.724846,12,614,0.724846,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1852815,-200,-300,-400,-500,976,-650,2,Bacteria,OPZ52811.1,95.413,109,5,3.53e-72,216.0
NODE_1684_length_614_cov_0.601643,10,614,0.601643,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2051956,359407,32011,32003,28216,1224,-650,2,Bacteria,PPD52465.1,37.736,53,33,0.033,37.0
NODE_1685_length_613_cov_1.008230,14,613,1.008230,1581011,57665,72294,213849,29547,1224,-650,2,Bacteria,AP014723.1,82.143,140,25,8.46e-24,121.0,220622,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_096047390.1,72.059,204,57,6.39e-70,226.0
NODE_1686_length_613_cov_0.950617,12,613,0.950617,1898103,-200,75787,206389,28216,1224,-650,2,Bacteria,CP020026.1,80.396,454,83,5.97e-90,340.0,1898103,-200,75787,206389,28216,1224,-650,2,Bacteria,TXT28756.1,93.137,204,14,1.81e-96,304.0
NODE_1687_length_613_cov_0.874486,13,613,0.874486,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,77133,-200,-300,-400,-500,-600,-650,2,Bacteria,EKD32140.1,75.956,183,44,1.52e-94,283.0
NODE_1688_length_613_cov_0.845679,20,613,0.845679,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2067453,392735,2008794,206389,28216,1224,-650,2,Bacteria,WP_101941026.1,64.748,139,49,1.57e-62,194.0
NODE_1689_length_613_cov_0.818930,26,613,0.818930,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,366522,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_060826455.1,90.164,122,12,5.61e-78,236.0
NODE_1690_length_613_cov_0.765432,10,613,0.765432,2231055,73029,2008795,206389,28216,1224,-650,2,Bacteria,CP031842.1,80.903,576,89,2.66e-118,435.0,2231055,73029,2008795,206389,28216,1224,-650,2,Bacteria,WP_117608283.1,92.982,114,8,5.56e-73,219.0
NODE_1691_length_613_cov_0.604938,14,613,0.604938,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,77133,-200,-300,-400,-500,-600,-650,2,Bacteria,EKD32443.1,95.804,143,6,6.33e-92,282.0
NODE_1692_length_613_cov_0.547325,12,613,0.547325,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2013682,-200,-300,-400,-500,976,-650,2,Bacteria,PKP37242.1,75.98,204,48,3.77e-109,326.0
NODE_1693_length_612_cov_1.348454,10,612,1.348454,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,152500,32008,119060,80840,28216,1224,-650,2,Bacteria,WP_176076889.1,65.217,69,24,2.17e-24,95.1
NODE_1694_length_612_cov_1.270103,14,612,1.270103,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1852804,-200,-300,-400,-500,976,-650,2,Bacteria,OQB79572.1,99.153,118,1,1.92e-78,247.0
NODE_1695_length_612_cov_1.111340,4,612,1.111340,470,469,468,72274,1236,1224,-650,2,Bacteria,CP034427.1,84.098,610,97,5.36e-165,590.0,348388,469,468,72274,1236,1224,-650,2,Bacteria,WP_046739122.1,97.537,203,5,4.81e-132,381.0
NODE_1696_length_612_cov_1.030928,15,612,1.030928,1917218,73029,2008795,206389,28216,1224,-650,2,Bacteria,CP054864.1,84.157,587,91,6.98e-159,569.0,2231055,73029,2008795,206389,28216,1224,-650,2,Bacteria,WP_117608196.1,90.805,174,16,6.57e-109,327.0
NODE_1697_length_612_cov_0.983505,10,612,0.983505,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,194424,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_069477050.1,75.862,203,49,8.47e-96,285.0
NODE_1698_length_612_cov_0.950515,23,612,0.950515,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1400053,-200,-300,171549,200643,976,-650,2,Bacteria,AGY53418.1,52.885,208,93,3.2e-74,239.0
NODE_1699_length_612_cov_0.818557,26,612,0.818557,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,44674,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_014769566.1,86.207,203,28,8.71e-115,335.0
NODE_1700_length_612_cov_0.608247,12,612,0.608247,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,77133,-200,-300,-400,-500,-600,-650,2,Bacteria,EKD31543.1,80.488,123,24,7.08e-68,219.0
NODE_1701_length_611_cov_1.797521,24,611,1.797521,93220,93217,119060,80840,28216,1224,-650,2,Bacteria,CP006938.2,82.9,269,44,6.2e-60,241.0,77133,-200,-300,-400,-500,-600,-650,2,Bacteria,EKE17332.1,93.103,203,14,2.51e-123,362.0
NODE_1702_length_611_cov_1.113636,10,611,1.113636,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1640674,2038697,2038695,171549,200643,976,-650,2,Bacteria,WP_092440241.1,41.143,175,100,2e-38,135.0
NODE_1703_length_611_cov_0.979339,10,611,0.979339,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2026734,-200,-300,-400,301297,200795,-650,2,Bacteria,RPJ58605.1,88.0,50,6,7.99e-21,91.3
NODE_1704_length_611_cov_0.948347,14,611,0.948347,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1640674,2038697,2038695,171549,200643,976,-650,2,Bacteria,WP_092440512.1,41.379,203,115,7.7e-39,140.0
NODE_1705_length_611_cov_0.855372,8,611,0.855372,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1235792,-200,186803,186802,186801,1239,-650,2,Bacteria,EOS33864.1,43.373,166,83,8.14e-35,132.0
NODE_1706_length_611_cov_0.836777,6,611,0.836777,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2026735,-200,-300,-400,28221,1224,-650,2,Bacteria,RLB91507.1,39.891,183,104,1.7e-38,140.0
NODE_1707_length_611_cov_0.828512,24,611,0.828512,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,263067,263066,80864,80840,28216,1224,-650,2,Bacteria,WP_105748626.1,38.596,57,32,0.055,37.0
NODE_1708_length_611_cov_0.324380,24,611,0.324380,108,107,89373,768507,768503,976,-650,2,Bacteria,CP001769.1,85.294,102,9,1.1e-17,100.0,77133,-200,-300,-400,-500,-600,-650,2,Bacteria,EKD31259.1,96.479,142,5,3.99e-99,286.0
NODE_1709_length_610_cov_1.362319,28,610,1.362319,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,337779,73029,2008795,206389,28216,1224,-650,2,Bacteria,WP_153132502.1,85.227,88,13,1.51e-37,137.0
NODE_1710_length_610_cov_1.198758,29,610,1.198758,551760,551759,75787,206389,28216,1224,-650,2,Bacteria,CR555306.1,81.891,497,86,9.59e-113,416.0,2303328,12960,2008794,206389,28216,1224,-650,2,Bacteria,WP_191661224.1,86.275,153,21,2.31e-89,273.0
NODE_1711_length_610_cov_1.035197,18,610,1.035197,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1852815,-200,-300,-400,-500,976,-650,2,Bacteria,OPZ55352.1,100.0,203,0,1.94e-144,421.0
NODE_1712_length_610_cov_1.026915,16,610,1.026915,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1581011,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_067174080.1,79.57,93,19,5.27e-48,155.0
NODE_1713_length_610_cov_0.697723,16,610,0.697723,2231055,73029,2008795,206389,28216,1224,-650,2,Bacteria,CP031842.1,80.328,610,116,1.57e-125,459.0,2570193,73029,2008795,206389,28216,1224,-650,2,Bacteria,WP_153147311.1,90.64,203,19,1.02e-130,377.0
NODE_1714_length_610_cov_0.289855,18,610,0.289855,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2035200,237,49546,200644,117743,976,-650,2,Bacteria,WP_100433479.1,50.0,204,99,1.29e-67,212.0
NODE_1715_length_609_cov_1.906639,6,609,1.906639,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2013733,-200,-300,-400,-500,456828,-650,2,Bacteria,PKN77821.1,91.133,203,18,1.24e-132,379.0
NODE_1716_length_609_cov_1.898340,18,609,1.898340,2231055,73029,2008795,206389,28216,1224,-650,2,Bacteria,CP031842.1,96.835,158,5,3.67e-67,265.0,2013701,-200,-300,-400,28216,1224,-650,2,Bacteria,PKO90754.1,88.136,59,7,2.18e-30,109.0
NODE_1717_length_609_cov_1.589212,40,609,1.589212,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1718_length_609_cov_1.524896,22,609,1.524896,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1917218,73029,2008795,206389,28216,1224,-650,2,Bacteria,TXI79158.1,89.326,178,19,1.03e-107,319.0
NODE_1719_length_609_cov_1.448133,20,609,1.448133,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2507565,-200,-300,-400,-500,976,-650,2,Bacteria,TAL70604.1,91.089,202,18,5.1e-123,377.0
NODE_1720_length_609_cov_1.408714,14,609,1.408714,194424,57665,72294,213849,29547,1224,-650,2,Bacteria,CP017111.1,80.243,577,104,1.59e-115,425.0,56698,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_041958279.1,87.624,202,25,6.6e-134,384.0
NODE_1721_length_609_cov_1.221992,22,609,1.221992,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1581011,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_067177927.1,79.096,177,36,5.55e-100,290.0
NODE_1722_length_609_cov_1.145228,24,609,1.145228,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1723_length_609_cov_1.099585,30,609,1.099585,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2302933,156973,2005520,171549,200643,976,-650,2,Bacteria,WP_163356466.1,25.751,233,135,2.25e-06,50.1
NODE_1724_length_609_cov_0.792531,22,609,0.792531,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1986224,57665,72294,213849,29547,1224,-650,2,Bacteria,ARU47813.1,94.059,202,12,2.54e-118,368.0
NODE_1725_length_609_cov_0.780083,10,609,0.780083,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1898104,-200,-300,-400,-500,976,-650,2,Bacteria,TNF41730.1,67.98,203,65,1.7e-75,247.0
NODE_1726_length_609_cov_0.692946,10,609,0.692946,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,443143,28231,213422,69541,28221,1224,-650,2,Bacteria,WP_015719085.1,65.672,201,69,2.85e-92,275.0
NODE_1727_length_608_cov_1.170478,8,608,1.170478,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1728_length_608_cov_1.095634,24,608,1.095634,220622,57665,72294,213849,29547,1224,-650,2,Bacteria,CP023275.1,82.304,599,104,2.55e-143,518.0,194424,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_069478201.1,97.525,202,5,1.15e-146,417.0
NODE_1729_length_608_cov_1.002079,16,608,1.002079,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,194424,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_069477530.1,74.752,202,51,7.3e-109,319.0
NODE_1730_length_608_cov_0.991684,6,608,0.991684,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,126156,1221880,186817,1385,91061,1239,-650,2,Bacteria,WP_139219925.1,33.333,60,36,0.005,39.7
NODE_1731_length_607_cov_1.527083,8,607,1.527083,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,45254,156973,2005520,171549,200643,976,-650,2,Bacteria,WP_035331279.1,72.277,202,55,4.29e-103,313.0
NODE_1732_length_607_cov_1.189583,14,607,1.189583,66821,57665,72294,213849,29547,1224,-650,2,Bacteria,CP007201.1,80.782,588,101,9.4e-123,449.0,1537915,57665,72294,213849,29547,1224,-650,2,Bacteria,KFL33089.1,88.806,134,15,4.49e-94,249.0
NODE_1733_length_607_cov_1.027083,20,607,1.027083,2231055,73029,2008795,206389,28216,1224,-650,2,Bacteria,CP031842.1,87.644,607,75,0.0,706.0,1898103,-200,75787,206389,28216,1224,-650,2,Bacteria,TXT29177.1,95.545,202,9,5.86e-139,410.0
NODE_1734_length_607_cov_1.014583,12,607,1.014583,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2044936,-200,-300,-400,200643,976,-650,2,Bacteria,TFG44159.1,62.376,202,76,9.03e-89,270.0
NODE_1735_length_607_cov_0.904167,5,607,0.904167,239935,239934,1647988,48461,203494,74201,-650,2,Bacteria,CP024736.1,91.379,58,4,5.11e-11,78.7,2013733,-200,-300,-400,-500,456828,-650,2,Bacteria,PKN80606.1,89.831,118,12,3.71e-70,218.0
NODE_1736_length_607_cov_0.883333,9,607,0.883333,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1678841,1840214,1840213,171549,200643,976,-650,2,Bacteria,WP_137305344.1,63.861,202,73,8.44e-79,258.0
NODE_1737_length_607_cov_0.872917,22,607,0.872917,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,194424,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_069477208.1,75.622,201,49,3.85e-113,323.0
NODE_1738_length_607_cov_0.825000,16,607,0.825000,1262329,1262328,1262362,7147,50557,6656,33208,2759,Eukaryota,KC177234.1,95.918,49,2,1.42e-11,80.5,2013695,-200,-300,-400,-500,976,-650,2,Bacteria,PKP07710.1,81.188,202,38,1.27e-113,350.0
NODE_1739_length_607_cov_0.750000,14,607,0.750000,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,77133,-200,-300,-400,-500,-600,-650,2,Bacteria,EKD32263.1,93.564,202,13,3.29e-141,402.0
NODE_1740_length_607_cov_0.733333,14,607,0.733333,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,77133,-200,-300,-400,-500,-600,-650,2,Bacteria,EKD31034.1,81.865,193,35,7.92e-110,327.0
NODE_1741_length_607_cov_0.729167,24,607,0.729167,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,80842,963,75682,80840,28216,1224,-650,2,Bacteria,WP_171938513.1,35.088,57,34,0.45,33.9
NODE_1742_length_606_cov_1.532359,10,606,1.532359,2231055,73029,2008795,206389,28216,1224,-650,2,Bacteria,CP031842.1,84.925,199,30,2.9e-48,202.0,2013716,-200,-300,-400,28216,1224,-650,2,Bacteria,PKO41907.1,95.522,67,3,1.46e-38,137.0
NODE_1743_length_606_cov_1.396660,20,606,1.396660,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1797334,-200,-300,-400,-500,976,-650,2,Bacteria,OFX81905.1,73.632,201,53,4.83e-110,327.0
NODE_1744_length_606_cov_1.135699,20,606,1.135699,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,77133,-200,-300,-400,-500,-600,-650,2,Bacteria,EKD32204.1,92.537,201,15,9.45e-138,389.0
NODE_1745_length_606_cov_1.135699,14,606,1.135699,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1797347,-200,-300,-400,-500,976,-650,2,Bacteria,OFY42714.1,80.892,157,30,2.24e-88,268.0
NODE_1746_length_606_cov_1.093946,10,606,1.093946,2013514,57665,72294,213849,29547,1224,-650,2,Bacteria,CP021979.1,85.452,598,86,1.88e-174,621.0,220622,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_096047863.1,96.97,165,5,1.89e-116,331.0
NODE_1747_length_606_cov_1.081420,18,606,1.081420,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1520829,-200,186804,186802,186801,1239,-650,2,Bacteria,SFE64687.1,41.262,206,114,2.38e-44,153.0
NODE_1748_length_606_cov_1.002088,14,606,1.002088,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2695855,469322,2689614,1775403,1236,1224,-650,2,Bacteria,GFE84979.1,37.795,127,78,8.21e-23,95.5
NODE_1749_length_606_cov_0.933194,6,606,0.933194,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2772447,2560189,2731690,28883,2731619,2731618,-650,10239,Viruses,QOC54924.1,42.982,114,63,8.6e-25,98.2
NODE_1750_length_606_cov_0.908142,4,606,0.908142,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1802478,-200,-300,-400,-500,1752722,-650,2,Bacteria,OGM10390.1,30.366,191,129,1.62e-19,88.2
NODE_1751_length_606_cov_0.887265,16,606,0.887265,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1797349,-200,-300,-400,-500,976,-650,2,Bacteria,OFY35625.1,69.154,201,62,1.05e-95,289.0
NODE_1752_length_606_cov_0.784969,19,606,0.784969,2013514,57665,72294,213849,29547,1224,-650,2,Bacteria,CP021979.1,80.354,509,94,3.47e-102,381.0,56698,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_041958742.1,87.059,170,22,1.76e-91,273.0
NODE_1753_length_606_cov_0.778706,27,606,0.778706,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1802257,202746,2771471,213849,29547,1224,-650,2,Bacteria,OHE11609.1,96.581,117,4,7.29e-77,232.0
NODE_1754_length_606_cov_0.776618,26,606,0.776618,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2587015,73029,2008795,206389,28216,1224,-650,2,Bacteria,WP_168655052.1,56.667,120,51,2.55e-36,134.0
NODE_1755_length_606_cov_0.768267,82,606,0.768267,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_1756_length_605_cov_1.679916,24,605,1.679916,259537,73029,2008795,206389,28216,1224,-650,2,Bacteria,CP000089.1,83.09,479,77,9.44e-118,433.0,337779,73029,2008795,206389,28216,1224,-650,2,Bacteria,WP_153129911.1,92.308,130,10,2.76e-73,235.0
NODE_1757_length_605_cov_1.253138,32,605,1.253138,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,220622,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_096046768.1,81.046,153,29,1.64e-90,269.0
NODE_1758_length_605_cov_1.232218,30,605,1.232218,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1898103,-200,75787,206389,28216,1224,-650,2,Bacteria,TXH05375.1,60.209,191,76,1.17e-81,244.0
NODE_1759_length_605_cov_1.188285,8,605,1.188285,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2316108,-200,-300,206389,28216,1224,-650,2,Bacteria,RIX48334.1,84.247,146,23,6.5e-87,255.0
NODE_1760_length_605_cov_1.165272,26,605,1.165272,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,1581011,57665,72294,213849,29547,1224,-650,2,Bacteria,WP_067172885.1,73.913,138,35,6.55e-73,221.0
NODE_1761_length_605_cov_1.140167,6,605,1.140167,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2053303,-200,-300,1970189,200643,976,-650,2,Bacteria,PLX07452.1,67.164,201,66,1.18e-95,288.0
